YEAR,FILM,DIRECTOR,CITY,STATE,COUNTRY,CATEGORY,AWARDS,THEMES,SYNOPSIS
2021,Dirty Little Secret,Dale Griffiths Stamos,Santa Barbara,CA,US,Short,None,Null,"Nick thinks he can breeze through these therapy sessions with the court appointed psychologist, Dr. Dana Reynolds. After all he's Nicholas P. Berenger - he's charmed or bought himself out of worse situations than this. But soon he realizes that Dr. Reynolds may have something on him, and it's not pretty."
2021,Exit Zero,Page Cooper Anderson,New York,NY,US,Short,None,Null,"A set of dysfunctional twins, down on their luck, inherit a house they hope to sell for ready cash only to discover it is inhabited by their dreadful dead relatives. A new plan is hatched that promises a way to make a living off of the dead."
2021,For Your Consideration,Poppy Gordon,Brooklyn,NY,US,Short,None,Null,"Determined to party at Sundance, three entitled young women meet up at an LA member's only club to make a selection-worthy short film. In an unholy fusion of wokeness and cluelessness, they build a narrative from atop the high perch of their privilege. And piece-by-piece, they almost, almost, almost give a voice to the voiceless — just without ever having any idea what they're talking about. But they are perfectly positioned to make it happen."
2021,Going My Way,Rob Margolies,Los Angeles,CA,US,Short,None,Null,"When a devoted wife, mother, and grandmother, receives devastating news about her health, she decides to live the remainder of her life on her own terms – possibly foregoing the wishes of her family."
2021,Graceland,Bonnie-Kathleen Ryan,Los Angeles,CA,US,Short,None,Null,Anna Camp stars as a southern mom whose life is all-shook-up when her fourth grader claims to be reincarnation of the king of 'rock-n-roll
2021,Hallways and Doors,JP Brennan,Los Angeles,CA,US,Short,Best Short,Null,"After a dedicated LAPD officer kills a woman's husband during a domestic disturbance call, his life is shattered. The only person who can save him from ending his own life is the widow of the man he killed."
2021,Hung Up,Damon Osteen,Lubbock,TX,US,Short,None,Null,"Shattered Texan Latina bull rider Patty “Duke” (Melissa Jackson, THE NEXT THREE DAYS), risks paralysis to ride again. Co-starring Kevin Kane (THE IRISHMAN) and Catherine Curtin (STRANGER THINGS). "
2021,Javelina Run,Lisa Belcher,Austin,TX,US,Short,None,Null,Two idiot ranch hands pretend to be fugitive train robbers to get attention from the ladies at an old west saloon.
2021,Less Heat in Arizona,Tom Wardach,Pittstown,NJ,US,Short,None,Null,"seasoned thief, Stan, pulls together two mismatched men for a big payoff heist. Slade, is ruthless and dangerous; his unwilling partner, Lee, is a timid, desperate accountant. During the commission of the crime, their true intentions come to light with wildly unexpected results."
2021,"Like Daughter, Like Mother",Clyde Baldo,New York,NY,US,Short,None,Null,A mother and daughter navigate the world of online dating together.
2021,Lunch Hour With the President,Pamela Perrine,Atlanta,GA,US,Short,None,Null,"A married couple's conversation over morning coffee, shifts from political to heartwarming, when a grandfather shares his excitement about the gift to his grandson, that gets more exposure than he ever imagined."
2021,Mend,Shannon Eubanks,Acworth,GA,US,Short,None,Null,"After the loss of his wife, Marv Waters is stuck in a lonely routine meant for two. But what he doesn't see is that the purpose and community he craves exist just outside his front door."
2021,Monarch Butterfly,Clyde Baldo,New York,NY,US,Short,None,Null,What would you do and how far would you go to keep a loved one?
2021,Now You See Me,Romina Schwelder,Brooklyn,NY,US,Short,None,Null,"Two actresses ""of a certain age"" compete fiercely for a role in a TV commercial, but as their audition approaches, the lifelong rivals discover that they are in the presence of a much larger threat: A society that finds them invisible!"
2021,Oddly Popular,Fred Gallo,Capistrano Beach,CA,US,Short,None,Null,Four fortuneless females have a hard time navigating daily life. Things get even more complicated when an accidental text inadvertently lands them their own reality show.
2021,Patiri in the Promised Land,"Page Cooper Anderson, Dana Schoenfeld",New York,NY,US,Short,None,BIPOC,"A young immigrant from Zimbabwe, befriends a bookstore owner in hopes of forming an alliance that could help her remain in her country of choice. Her own lies create an outcome she could never have predicted."
2021,Plot,Jeremy Folmer,New York,NY,US,Short,None,Null,"Tensions rise in the RiverPoints Community Playroom, as thirteen diverse Garden Club members slog through a never-ending bi-annual meeting run by the self-appointed leader Wang Fang. Interspersed between the meeting and its sudden unexpected turn are interviews with the gossipy New Age couple, the Frenchman and his alcoholic wife, the Old timers, the Millennial newcomers, and others."
2021,Rent Do,Gavin Michael Booth,Verdun,Null,Canada,Short,None,Null,"Rent Do follows Rich, Winnie and Pete, roommates and reluctant best friends. When each one is unceremoniously fired on the same day, they’re forced to start job hunting. But after Winnifred takes matters into her own hands, all three are forced into hiding. Paying rent becomes the least of their concerns."
2021,Retirement Day,Cedric Thomas Smith,San Antonio,TX,US,Short,None,Null,"After 30 years of employment, Joe retires from his job so that he can spend the rest of his time with the love of his life, Eva."
2021,Silent Notes,Kiki Tsakalakis,New Canaan,CT,US,Short,None,BIPOC," A misunderstood, deaf, white young man longs to join a black Baptist choir that he secretly admires, in hopes of becoming part of the community. "
2021,Sweatbox,Nate O'Mahoney,Mount Pleasant,SC,US,Short,None,Null,"Two children are trapped inside during a lethal heatwave when a criminal arrives, begging for shelter."
2021,The Astronaut,Joey Connolley,Wilmington,NC,US,Short,None,Null,An imaginative child must overcome the loss of his father before moving out of the memory-filled house they shared.
2021,The Mushroom Huntress,Jim Picariello,Brookesville,ME,US,Short,None,Null,"after Leigh is cut off from her cold, wealthy mother, and witnesses the arrest of her loving-yet-scheming father, she attempts to support herself by capitalizing on her love of wild mushrooms. But while foraging along the forest floor she discovers a shocking family secret."
2021,The Sands of Time,James Hughes,Lutterworth,Null,United Kingdom,Short,None,Null,A Time Portal in the Sands Brings a Young Couple Together
2021,The Violin,Jon Rosenbloom,New York,NY,US,Short,None,Null,"Matthew Rhys (The Americans, A Beautiful Day in The Neighborhood) portrays a recent divorcee in a nuanced film about music, regret, and hope in a cruel world."
2021,Writer's Block,Danel Hamby,Charlotte,NC,US,Short,None,Null,"Every filmmaker has heard the phrase, ""Write what you know,"" but what happens when it's taken too far? A filmmaker suffering from writer's block on his murder mystery feature film takes the advice ""write what you know"" too literally. "
2021,Victim No 6,Nancy Menagh,New York,NY,US,Short,None,Null," It's 1975 in New York City, which has been unaffectionately dubbed ""Fear City"" by the Council for Public Safety. Donna stands in front of a derelict newsstand, smoking a cigarette and reading the headline: ""The City Slasher Trashes Another Victim. Who Will be Next?"""
2021,Applebaum,Edward Loupe,Athens,OH,US,Student,None,Null,A dying man and his nurse have one last conversation. It changes her life forever.
2021,Born to See,Kristina Usaite,Brooklyn,NY,US,Student,None,Null,"Overwhelmed with giving him independence, the mother of a blind boy struggles with their first separation and watches the world she built for him shatter."
2021,Fish Out of Water,Alyssa Asaro,Vaughan,Null,Canada,Student,None,Null,"Fish Out of Water follows the story of 12-year old Henry, a non-verbal boy with Cerebral Palsy. While facing a difficult transition into school and with his brother growing more distant, Henry comes in contact with an alien. "
2021,Oasis,Matthew Wassong,Westchester,NY,US,Student,None,Null,"in the near future, Earth has completely run out of fresh water. In a world of dehydration and desperation, a curious young man and a mysterious woman both go to great lengths to get the one thing everyone needs to survive."
2021,Out of Stock,Bryan Taira,Vista,CA,US,Student,None,Null,"n 1973, the host of The Tonight Show, Johnny Carson, made a joke that toilet paper was going out of stock. By the next day, stores across the country were completely sold out."
2021,Rosie,Tessa Germaine,Trabuco Canyon,CA,US,Student,None,Feminist,"n 1943 America, factory worker Rose Donnelly must stand up for her female co-workers when their supervisor ignores blatant harassment and refuses to treat them as equals to their male co-workers. Based on the “We Can Do It!” poster by artist J. Howard Miller."
2021,Take Care,Cameron McCormick,Winston-Salem,NC,US,Student,None,Null,"Tasked with raising her younger siblings, a teenage girl must decide whether to pursue a social life or continue as a caretaker in the wake of her mother’s addiction."
2021,The Cake,Meital Cohen Navarro,Los Angeles,CA,US,Student,None,Null,"A woman in her 80’s discovers a letter from her late husband which reveals a secret he has kept from her for over 40 years. The secret involves her best friend whom she has known most of her life. She decides to confront her friend over a Sunday afternoon tea, despite the many years that has passed. In the end, their regular afternoon tea takes an unexpected turn."
2021,The Punishment,Christ Sexton Fletcher,Bradenton,FL,US,Student,Best Student Film,Null,A grief-stricken father hunts down the boy responsible for the events which led to his son’s murder but finds himself unable to escape the consequences of his own violent actions.
2021,The Story of My Grandma,Zhang Xiaoyu,Nantong Jiangsu,Null,China,Student,None,BIPOC,"Rebellious Tiantian left for her grandmother, Orchid Qiu, who lives thousands of miles away in a southern town. In the old house, estranged grandma and granddaughter gradually become familiar with each other. However, after a quarrel, Tiantian accidentally broke an old wedding photo. This accident broke the peace of the old house."
2021,Toomsboro,Laim Tangum,Orange,CA,US,Student,None,Null,Two brothers in a small Georgia town find a large sum of money in a crashed car and have different ideas about what to do with it.
2021,Identity Crisis,Natalie Nichols,Costa Mesa,CA,US,Animation,None,Null,"A cyborg named Scott is looking for the perfect gift for a loved one, but not all is well in this futuristic city when he finds his own picture on a wanted poster...."
2021,In Our Nature,Echo Wilson,Winston-Salem,NC,US,Animation,None,Null,An animated documentary exploring humanity’s relationship with nature through a world of interviewed “animals.”
2021,Rocky Road,"Madison Crisp, Victoria Sosa",Winston-Salem,NC,US,Animation,None,Null,"Rocky Road is the story of a socially anxious foster child, Maní, connecting to her community through her adopted mother’s ice cream stand. As she grows up, Maní learns the importance of family, community, and self-confidence through her foster mother’s teachings."
2021,Shimmery,Tzu Yi Yang,New York,NY,US,Animation,None,Null,"Shimmery is a surreal, narrative animation whose style combines 3D and 2D graphic elements. A gentle beast searches for light in a dark forest taking the audience on an exploration of addiction at its essence."
2021,Two Different Kinds of Love,Alyce Vest,Oakland,NC,US,Animation,Best Animation,Null,A little girl is excited to discover more about her adoption story.
2022,Fires in the Dark,Dominique Lienhard,Munich,Null,Germany,Feature,None,Null,"In a small 17th century village nestled between the sea and the mountains, fifteen year-old Alan is suddenly forced to begin supporting his mother and siblings after his father sells himself for two years of indentured servitude in an attempt to keep the family from starving. While stoking the village’s all-important fire during the night, he will learn what it takes to survive and discover the true purpose of the bonfire’s ritualistic guardianship."
2022,Re-Opening,"Chris Guerra, Matthew John Koppin",Burbank,CA,US,Feature,Best Feature,Null,"A documentary crew follows the All Voice is Theater company and crew, led by their fearless director Roger Bastion (Chris Guerra), on their journey of ups and downs (mostly downs) as they attempt to re-open their theater in the middle of a global pandemic. It doesn’t go as well as they planned and they are forced to pivot. And pivot again. This heartwarming and hilarious film will leave you feeling like there is hope still left in this crazy world. A true film of the times and a Mockumentary for the ages."
2022,Seven Days Till Midnight,James Suttles,Asheville,NC,US,Feature,None,Null,"A troubled man venturing into the wilderness to find himself stumbles across a place that offers him a chance to go back and fix the mistakes of his past, asking the age old question: ""if you could go back and change something in your life, would you?"""
2022,American Royalty,"Daniel Fisher, Stephen Fisher",Lexington,SC,US,Documentary,None,Null,"The American Royalty docuseries showcases an in-depth perspective of the Miss America Pageant. Experience the hundred year history, influence, controversy, and evolution of this iconic institution through the dogged resolve of the women and men who fight to retain its legacy and future. "
2022,Little Satchmo,John Alexander,Los Angeles,CA,US,Documentary,None,BIPOC,"To the world, Louis Armstrong is iconic — a symbol of musical genius, unparalleled success, and unassailable character. To Sharon, he was simply Dad. Armstrong’s wholesome, non-threatening image preserved his singular career as a black performer with unfettered access to a white man's world. Yet he was more than a caricature; he had desires, he had longings, and in private, he held tightly to the things he loved. Perhaps closest to his heart was a child whom he hid from the world: a daughter sworn to a life of secrecy until now. "
2022,Song for Hope,Chris Haigh,Northridge,CA,US,Documentary,Best Documentary,Null,"Ryan Anthony, regarded as one of the greatest trumpet virtuosos ever, was only 42 years old when he was diagnosed with Multiple Myeloma and given just months to live. Faced with an uncertain future and an unending uphill battle full of hospital stays, chemotherapy treatments and blood transfusions, Ryan continued to share his talent with audiences around the world through solo performances, master classes and concerts. "
2022,The Book Keepers,Phill Wall,Brooklyn,NY,US,Documentary,None,Null,"Determined to keep his late-wife’s dream alive, Dick Wall becomes the unlikely spokesperson for her debut memoir and embarks on an unexpected cross-country promotional tour. He's joined by his filmmaker son, who is torn between saving his mom's first book and his concern for how his dad is coping with their new reality. The journey challenges the pair to talk about loss, relationships and the healing power of sharing stories."
2022,The Long Rider,Sean Cisterna,Ontario,Null,Canada,Documentary,Audience Choice,BIPOC,"When Filipe Leite leaves his adoptive home of Canada, the aspiring journalist sets out on an epic quest to ride from the Calgary Stampede to the Barretos Rodeo in Brazil, the largest in South America - and later beyond - entirely on horseback. Inspired by Aimé Tschiffley's 1925 equestrian journey, Filipe's 8 year odyssey of over 25,000 kms across 12 international borders, saw the young immigrant battle intense heat, drought, speeding transport trucks, nature's wrath and corrupt border guards on his long ride home. Culled from over 500 hours of never-before-seen-footage."
2022,Meltdown in Dixie,Emily Harrold,New York ,NY,US,Documentary Short,Best Documentary Short,BIPOC,"In the wake of the 2015 Charleston Massacre, a battle erupts in Orangeburg, SC between the Sons of Confederate Veterans (SCV) and an ice cream shop owner forced to fly the Confederate flag in his parking lot. In doing so, this film explores the broader role of Confederate symbolism in the 21st century and the lingering racial oppression which these symbols help maintain."
2022,Sacred Waters: The Okefenokee in Peril,Mark Albertin,Augusta,GA,US,Documentary Short,None,Null,"Sacred Waters: The Okefenokee in Peril takes viewers into the heart of the Okefenokee National Wildlife Refuge, showcasing its mystical natural beauty, cultural importance, and incredible ecological value. But, as the title of the film sets forth, the sacred waters of the Okefenokee are in peril. The threat of a proposed mineral mine near the edge of the Okefenokee looms large, putting the natural integrity of the Swamp at risk. As Sacred Waters brings us deeper into the Okefenokee, we understand how great this threat truly is."
2022,Storefront: Statesboro Blues,Jonathan Hunt,Savannah,GA,US,Documentary Short,None,Null,Retired ATF Agent Lou Valoze takes you behind the scenes of an undercover operation and the consequences that followed.
2022,Last Patrol on Okinawa,Nick Brokaw,Los Angeles,CA,US,Duty & Honor,None,Null,"Set on the fateful date; August 6th, 1945. Okinawa. Six weeks post-battle, a squad of U.S. Marines is assigned the unenviable and tedious job of clearing caves where fanatical Japanese soldiers hold out and forlorn Okinawan civilians seek refuge. "
2022,The Donut Dollies,Norman Anderson,Los Angeles,CA,US,Duty & Honor,None,Null,"In 1968, two best friends joined an elite team and flew into a war zone wearing powder blue dresses. They were Red Cross Donut Dollies. These idealistic young women embraced their mission - to cheer up the GIs in Vietnam - with energy, creativity, compassion and resolve but had no idea what they were getting into. 47 years later, they reunite in Vietnam to retrace their steps; ask why they went; ask whether they made a difference; unlock buried memories and share their stories for the first time."
2022,Veterans Journey Home: Leaving It on the Land,Frederick Marx,Oakland,CA,US,Duty & Honor,Duty and Honor Winner,Null,"A cohort of 12 Military Veterans do an ancient, 12 day, wilderness Vision Fast ceremony in the desert in Washington that includes four days of solo fasting on the land using only water and minimal shelter."
2022,60 Seconds,John Quigley,Hermosa Beach,CA,US,Short,None,Null,"60 SECONDS” is a short film filled with suspense, and twists right until the final second. What if you had only minutes to pull off your next heist? DIXON and his crew – CALEB, the tech genius, and BENNY, the muscle – are about to find out when they target a remote desert casino. Dixon starts the plan in motion when he becomes romantically involved with a naive casino cashier. "
2022,All That Glitters,Dan Bronzite,Essex,Null,United Kingdom,Short,Best Short,Null,A desperate teenager snatches a rich woman's handbag but in a bizarre twist of fate discovers her life is not as rosy as it seems and that they have more in common than he realizes.
2022,American Morning,Robbie Ryan,Scott Plains,NJ,US,Short,None,Null,A former music teacher resorts to desperate measures to reconcile his guilt and affect change after the horrors and aftermath of a mass shooting in a suburban elementary school.
2022,Are You My Mommy,Gavin Michael Booth,North Hollywood,CA,US,Short,None,Null,"While filming his latest blockbuster, Hero, a famous action star, is badly wounded. To the rescue comes Heroine, but Hero is confused by this utterly average, late-40s woman. As she does everything in her power to save him, Hero struggles to relate to this...person. With the Bad Guys still in pursuit, Heroine tries to shut down his running commentary on her age and weight, to no avail. As her patience runs out, their attackers close in, revealing that Heroine - and the movie - aren't quite what they seem to be."
2022,Broken,Jillian Reeves,Sherman Oaks,CA,US,Short,None,Null,"A powerful, heart-rending story about a family coping with the effects of a loved one’s untreated mental illness while losing faith in the system that continues to fail them."
2022,Chords,John Barnhardt,Fort Collins,CO,US,Short,None,Null,"Aging rocker Danny Jones heads home to be by his ailing mother’s side but finds himself on old stomping grounds, steeped in bittersweet glory days, as he tries to cope with her sudden passing, his past, and an uncertain road ahead."
2022,Chrysalis,Arturo Zuniga,Los Angeles,CA,US,Short,None,Null,"CHRYSALIS is a dark psychological thriller. It tells the story of a married couple that goes on an isolated weekend getaway to rekindle their broken relationship. But everything changes when the wife, Lily, encounters a mysterious woman, Skylar, who seems to know her better than anyone else, including herself. She triggers Lily’s repressed darkness to resurface which unravels a series of unfortunate events."
2022,Consider the Sparrow,Eliza Foss,New York,NY,US,Short,None,Null,"Differences in faith can be hard enough in a marriage yet Tom and Lisa have made it work for twenty years. But when estranged friend Matt arrives presenting the opportunity of a lifetime and the only condition is a lie about God, well, what’s an American politician to do?"
2022,Gregory,Ben McHugh,New York,NY,US,Short,None,Null,An old man’s eternal quest to make contact with his family.
2022,Guest of Honor,Lisa Belcher,Austin,TX,US,Short,None,Null,"Struck by tragedy, a married couple goes ahead with their anniversary party, when an unusual guest arrives."
2022,Hell in a Handbasket,Lee Chambers,Regina,Null,Saskatchewan,Short,None,Null,"Dale, a lonely research scientist in the Arctic struggles to maintain his solitary existence. With the world failing from a global pandemic, all hopes fall on Dale's shoulders as he represents the last stand for humanity."
2022,His and Hers,Chris Sexton Fletcher,Edinburgh,Null,United Kingdom,Short,None,Null,"When a couple goes shopping in the week before their wedding, they must choose between being together forever or each getting what they want."
2022,In the Event of My Death,Brian Scott Steele,Los Angeles,CA,US,Short,None,Null,"Jeremy. Just. DIED. So, in the event of his death, he leaves behind a series of clever clues and witty video messages for his best friend and bandmate Sam, and his brash sister Mandy, which sends them on an adventure through their shared past. They get to experience one last day with Jeremy after he's gone, and in the end are compelled to mourn the best way they know how."
2022,Good Men and Unicorns,Jake Ebright,Los Angeles,CA,US,Short,None,Null,"Eli Sanders is a transplant living in Los Angeles. Having lost his mother when he was just a boy and with no real family left, he goes on aimlessly through life with just his passion for movies to keep him company--that is, until he meets Anne."
2022,Kepley,"Michael Grant, Stephanie Grant",Toluca lake ,CA,US,Short,None,Null,"KEPLEY is a neo-noir thriller centered around veteran detective, Gillian Kepley. During Kepley's investigation of a troubling missing persons case, hidden truths from her past are uncovered. The case pushes her beyond her limits and forces her to confront mistakes from her burdened life, ultimately leading her to discover peace and redemption."
2022,Last Laugh,Paul Anderson,New York,NY,US,Short,None,Null,"As if things weren't going badly enough for Trevor, his crumby new apartment comes with an unexpected occupant: the ghost of Maury Zuckerman, a legendarily bad stand up comic."
2022,Little Games,Stefane Houssier,Wheathampstead,Null,United Kingdom,Short,None,Null,"Escaping from a violent lover, Natasha is drawn into a child’s sinister plot. But is it true, or a cruel game with Natasha the plaything? Escaping from a violent lover to a country manor hotel, Natasha becomes the unwilling confidant of Amelia, a young child, in a family secret. Could Amelia's secret be true, or is it a cruel game and Natasha her plaything."
2022,On My Mind,Martin Strange-Hansen,Bronshoj,Null,Denmark,Short,None,Null,"Henrik wants to sing a song for his wife. It has to be today, it has to be now. It's a question of life, death and karaoke."
2022,Over My Dead Body,Meital Cohen Navarro,Los Angeles,CA,US,Short,None,BIPOC,"The film explores an internal conflict surrounding a family of Jewish immigrants (played by Muslim actors) from Iran now living in present-day Los Angeles. I offer a window into the taboo subjects of religious intolerance and intermarriage outside of one’s culture. The choice that the heroine makes may seem controversial to some, but I believe it is a heart-wrenching and powerful decision that is becoming a new reality."
2022,Pap's Manifesto,"Chris Danuser, Casey Clark",Maplewood,NJ,US,Short,None,Null,A grief-stricken Gold Star father's commitment to avenge his son’s death takes a series of shocking turns when he schemes to truck bomb a mosque.
2022,Stuck,Steve Blackwood,Newburyport,MA,US,Short,None,Null,"George and Helen Simon are a NY advertising couple who buy a sex machine to spice up their lives but it comes with a crazed delivery boy who gets stuck in it on the night of their dinner with George's clients"""
2022,That Feeling,Paul Inman,Conway,SC,US,Short,None,Null,"A woman on her belated honeymoon deals with the transgressions of her past - and, ultimately, the consequences of her choices - as she struggles with deja vu at 16,000 ft."
2022,The Della Morte Sisters,Bill Sorvino,New York,NY,US,Short,None,Null,A recent death in the family brings three sisters together where they discover a shared dark past that changes everything they thought they knew about each other and their family.
2022,The Dinner Guest,Dale Griffiths Stamos,Santa Barbara,CA,US,Short,None,Null,"Margaret invites her husband's colleague to dinner, but this is anything but a normal party!"
2022,The Flipside,"Eliza Dennis, Rebecca Pryce, Mark Bradley",Charleston,SC,US,Short,None,Null,"Something extraordinary happens to David Whitten, an ordinary guy. Was this astonishing moment meant to change his life – or change someone else’s? Will David ever know? This story is based on true events."
2022,The Killer Across the Street,Adam Seccafico,Englishtown,NJ,US,Short,None,Null,"A paranoid, stay-at-home husband grows suspicious of his next door neighbor"
2022,Turning Blue,"Dana White, Chris Knoblock",Willoughby Hills,OH,US,Short,None,Null,"Turning Blue is a film about the final hours of the life of 75-year-old Clara. Her nurse, Val must break the news to her daughter Violet that Clara's feet are turning blue, a sign that she is transitioning towards death.  Based on a true story. "
2022,Western Exit,Null,Portland ,OR,US,Short,None,Null,Three estranged sisters reluctantly reunite over a hopeful inheritance. 
2022,When the Rain Sets In,James Hughes,London,Null,United Kingdom,Short,None,Null,"Kenzie and Treyden, a couple who’ve been swept up in a whirlwind six-month romance, find themselves confronting a painful question: Has their love story come to an end?"
2022,Lavender,Eli Saliba,Fayetteville,Ga,US,Student,None,Null,"After a tragic event takes her family, a grieving young woman must decide how to look at the world during a seemingly routine therapy session."
2022,"Life, Again","Anna Maite Kaplan, Orion Huang",Orange,CA,US,Student,None,Null,"This film paints an intimate portrait of Wes Burleson, a man recently released from prison after 23 years, while he navigates his journey to freedom, rehabilitation, and redemption. In documenting his decades long struggle to not be defined by his past, we examine the conditions that allow his creativity to thrive."
2022,Solitude,Henry Daemen,Sheridan College,Null,Null,Student,None,Null,"Gordon meets with Curtis for one of their weekly walks at their favourite forest trail when Curtis informs Gordon that he and his family have to relocate a few hours away for work. Gordon is opposed to this being confronted with the idea of being truly alone, however Curtis reassures him that he will still find time to come down to visit to have their weekly walks. "
2022,The Pomegranate Tree,Kanika Vora,Orange,CA,US,Student,None,BIPOC,"After losing her father, a sixteen year old Muslim girl must convince her Hindu neighbors to provide her refuge for one violent night during the Partition of India."
2022,Winter of 79,Julia Elihu,Orange,CA,US,Student,Best Student Film,Null,"At the onset of the 1979 Iranian Revolution, a Persian-Jewish mother is forced to question her faith to her country."
2022,About Love,Hanke Wong,Savannah,GA,US,Animation,None,Null,"When the man comes home from work, loosening tie seems to relieve his fatigue like a deflating balloon. The dusk light is shining beautiful but unreal, a familiar silhouette emerges in the backlight. It was a woman carrying food to the table, her mouth still nagging about the life trivia that men usually don't care about. The man is in a trance and at a loss. "
2022,A Change of Song,Gordon David LePage,New Sharon,ME,US,Animation,None,Null,A resourceful raccoon helps a fellow creature out of a bad groove.
2022,John Henry,David Donar,Anderson,SC,US,Animation,None,BIPOC,John Henry is most recognized as an African American Man who worked on driving spikes into the rails or building the rail tunnels in West Virginia during the late 1800’s.
2022,The Ghostly Lovers of Fripp Island,Jim Sidletsky,Beaufort,SC,US,Animation,None,Null,The tale of the lovers of Fripp Island- a ghost story from the Lowcountry of South Carolina.
2022,There You Are,Rui Huang,Los Angeles,CA,US,Animation,Best Animation,Null,"After the death of her mom several years ago, Su feels estranged from her father. In honoring their traditional family camping trip on his birthday, she hopes to reconnect with him. But when her father cancels it in deference to his new girlfriend, Su is forced to deal with her unresolved grief."